0,1
300,19880.1
301,15762.8282
302,10738.2442
303,8125.1874
304,8959.792
305,6752.456
306,4224.4218
307,5787.7482
308,5001.8276
309,4222.8867
310,3809.032
311,3393.3521
312,2820.7296
313,2719.1562
314,2851.2456
315,2629.116
316,3551.0184
317,2035.7423
318,2839.9308
319,2393.4889
320,2182.592
321,2294.829
322,2476.019
323,1946.3011
324,1770.2712
325,1869.4325
326,2018.5594
327,1991.1357
328,1897.1192
329,2190.8439
330,1803.582
331,2010.2954
332,2059.4956
333,1882.0494
334,1929.4178
335,1682.6045
336,1681.7472
337,1793.3455
338,1611.6178
339,1455.7338
340,1541.764
341,1602.6318
342,1551.2094
343,1417.6876
344,1591.8256
345,1508.34
346,1453.7536
347,1388.1735
348,1441.068
349,1358.4476
350,1404.305
351,1535.6952
352,1405.36
353,1169.8067
354,1303.251
355,1231.8145
356,1408.87
357,1252.4274
358,1149.2874
359,1302.9905
360,1288.008
361,1160.7233
362,1084.733
363,1353.8085
364,1039.3656
365,1199.171
366,1030.1802
367,1237.4506
368,1137.9296
369,1155.3759
370,1246.419
371,1135.9278
372,1131.6984
373,1268.4611
374,1114.0338
375,1162.5
376,1098.484
377,1099.0681
378,1082.1762
379,1190.8938
380,1075.932
381,1145.286
382,1056.994
383,955.2786
384,1007.1936
385,1079.1935
386,1043.165
387,1034.1414
388,1130.0112
389,992.6113
390,994.071
391,1036.4237
392,1015.4368
393,1033.0005
394,1036.811
395,1031.424
396,1040.5296
397,1042.6014
398,974.503
399,954.0888
400,1030.84
401,1113.5369
402,994.0254
403,1023.217
404,951.1776
405,937.9395
406,942.9756
407,952.3393
408,975.0384
409,1036.7741
410,1008.026
411,1019.8143
412,957.3232
413,966.9982
414,945.9072
415,980.4375
416,900.3904
417,998.0895
418,967.879
419,921.3391
420,919.968
421,982.2351
422,932.409
423,910.8036
424,950.396
425,941.6725
426,940.4376
427,916.5982
428,943.1836
429,944.658
430,937.271
431,901.4365
432,913.0752
433,918.6961
434,906.7562
435,877.308
436,914.946
437,883.9636
438,881.8692
439,914.0858
440,905.256
441,921.8223
442,927.8464
443,926.8003
444,896.5692
445,918.1685
446,903.2838
447,920.82
448,940.0832
449,935.6711
450,917.055
451,896.9939
452,896.9036
453,911.6172
454,902.0072
455,904.4945
456,896.0856
457,914.9597
458,869.6504
459,883.4832
460,906.752
461,923.6596
462,898.59
463,904.6094
464,891.6224
465,901.449
466,903.807
467,896.3598
468,956.2176
469,900.011
470,909.356
471,906.5337
472,918.3232
473,891.7942
474,901.311
475,883.975
476,924.2016
477,888.0309
478,898.64
479,908.0882
480,901.776
481,907.647
482,919.0294
483,900.2637
484,898.7396
485,872.5635
486,895.6494
487,885.1712
488,888.5016
489,911.9361
490,896.161
491,896.3696
492,881.4672
493,887.0056
494,908.3178
495,902.3355
496,923.0064
497,905.7328
498,884.946
499,879.9366
500,900.4
501,897.8421
