2,306688.908
3,191111.244
4,137878.672
5,119482.885
6,92249.988
7,78132.929
8,71024.824
9,61590.843
10,60350.17
11,52511.657
12,46524.96
13,44508.776
14,39155.452
15,38501.775
16,35699.568
17,34352.784
18,31277.286
19,31039.939
20,29467.82
21,27685.476
22,27107.102
23,26276.58
24,23553.168
25,24332.725
26,21690.838
27,22134.816
28,20297.704
29,19807.087
30,19503.0
31,18612.865
32,18104.192
33,18071.922
34,17297.976
35,17072.86
36,16237.584
37,16325.769
38,15210.108
39,15457.182
40,14290.44
41,15035.438
42,14550.942
43,14169.016
44,13192.432
45,12992.715
46,12733.95
47,12034.726
48,13148.88
49,12633.915
50,11686.7
51,11485.659
52,12201.592
53,11192.699
54,11130.858
55,10817.455
56,10423.168
57,10720.104
58,11090.412
59,10362.111
60,10041.36
61,9529.725
62,9658.484
63,9457.056
64,9609.664
65,9349.275
66,9544.59
67,8921.251
68,8741.06
69,9048.108
70,8987.3
71,8420.316
72,8739.0
73,8760.146
74,8623.146
75,8457.525
76,8620.68
77,8079.533
78,8109.114
79,7755.114
80,7975.68
81,7469.82
82,7746.786
83,8095.156
84,7808.556
85,7512.98
86,7529.042
87,7469.385
88,7151.76
89,7333.956
90,6778.71
91,7335.146
92,7257.696
93,7048.377
94,6710.096
95,6789.555
96,7163.328
97,6548.664
98,6597.164
99,6365.403
100,6343.6
101,6458.041
102,6610.416
103,6244.684
104,6104.592
105,6038.865
106,6572.954
107,5952.517
108,5842.584
109,5924.15
110,5546.2
111,5894.655
112,6122.928
113,5899.617
114,5876.928
115,5818.195
116,5597.464
117,5727.501
118,5913.334
119,5190.423
120,5503.68
121,5287.7
122,5331.156
123,5560.707
124,5461.332
125,5193.125
126,5402.754
127,5159.629
128,5404.032
129,5107.884
130,5262.92
131,5268.82
132,4743.288
133,5083.127
134,5182.986
135,4832.46
136,5140.8
137,4970.634
138,4839.108
139,4872.923
140,4823.28
141,4893.687
142,4925.27
143,4454.021
144,4608.0
145,4608.97
146,4595.496
147,4753.098
148,4552.924
149,4709.592
150,4335.75
151,4753.48
152,4683.424
153,4429.503
154,4557.476
155,4465.705
156,4640.376
157,4282.96
158,4277.218
159,4570.455
160,4104.96
161,4441.668
162,4438.8
163,4166.443
164,4261.868
165,4090.185
166,4149.004
167,4416.315
168,3858.288
169,4193.397
170,3978.85
171,4161.285
172,4233.78
173,3990.072
174,4188.006
175,3862.775
176,3933.248
177,3852.405
178,3929.35
179,3699.751
180,3872.34
181,3998.471
182,3758.118
183,3759.552
184,3875.592
185,3791.575
186,4027.644
187,3613.027
188,3838.02
189,3759.21
190,3630.71
191,3602.833
192,3710.4
193,3635.541
194,3733.336
195,3745.755
196,3571.904
197,3665.776
198,3407.382
199,3714.534
200,3829.6
201,3572.976
202,3698.822
203,3574.018
204,3702.804
205,3333.095
206,3446.792
207,3498.507
208,3460.08
209,3560.315
210,3547.95
211,3508.086
212,3581.104
213,3475.734
214,3370.714
215,3483.86
216,3512.808
217,3355.688
218,3367.882
219,3353.766
220,3378.1
221,3408.262
222,3396.822
223,3473.002
224,3360.896
225,3413.475
226,3312.03
227,3267.438
228,3225.06
229,3406.375
230,3320.51
231,3246.012
232,3383.488
233,3419.508
234,3190.122
235,3288.355
236,3251.844
237,3244.767
238,3190.152
239,3112.019
240,3008.88
241,3120.709
242,3211.824
243,3452.301
244,3321.084
245,2931.915
246,3028.26
247,3059.836
248,2963.352
249,3090.837
250,3022.5
251,3243.422
252,3076.164
253,2959.594
254,3039.364
255,2864.16
256,3160.32
257,2991.737
258,3139.086
259,3177.153
260,3044.86
261,2899.449
262,2922.086
263,2895.893
264,2878.392
265,2874.985
266,3078.152
267,2975.448
268,2951.484
269,2987.783
270,2962.44
271,2741.707
272,3069.792
273,2752.932
274,2875.904
275,2957.075
276,2923.944
277,3006.281
278,2996.006
279,2842.731
280,2824.64
281,2717.27
282,2845.662
283,2841.037
284,2785.188
285,2714.625
286,2789.644
287,2698.661
288,2880.864
289,2790.006
290,2725.71
291,2827.065
292,2715.016
293,2787.016
294,2775.36
295,2753.825
296,2875.64
297,2666.169
298,2921.89
299,2734.056
300,2638.8
301,2623.215
302,2500.258
303,2496.417
304,2694.96
305,2564.745
306,2720.952
307,2584.633
308,2567.18
309,2698.497
310,2624.15
311,2501.995
