2,1329.62
3,997.53
4,696.08
5,538.6
6,536.82
7,441.7
8,469.92
9,359.55
10,386.4
11,327.47
12,315.84
13,292.5
14,280.84
15,240.6
16,275.36
17,243.61
18,243.9
19,246.81
20,245.8
21,221.13
22,215.82
23,183.31
24,214.56
25,197.25
26,201.76
27,228.69
28,198.24
29,205.61
30,195.3
31,177.01
32,189.76
33,184.8
34,187.68
35,176.4
36,180.72
37,178.71
38,169.1
39,171.21
40,165.2
41,171.79
42,173.46
43,157.38
44,174.68
45,162.0
46,162.84
47,162.15
48,167.04
49,170.03
50,157.0
51,153.0
52,154.44
53,156.35
54,152.82
55,167.75
56,160.72
57,148.77
58,156.6
59,156.35
60,159.0
61,150.67
62,149.42
63,161.91
64,159.36
65,170.3
66,160.38
67,162.14
68,155.72
69,156.63
70,167.3
71,154.78
72,163.44
73,161.33
74,167.24
75,165.75
76,152.0
77,160.16
78,149.76
79,150.89
80,148.8
81,166.05
82,163.18
83,155.21
84,156.24
85,159.8
86,159.96
87,165.3
88,149.6
89,158.42
90,144.0
91,156.52
92,149.04
93,159.03
94,161.68
95,152.95
96,152.64
97,166.84
98,152.88
99,150.48
100,161.0
101,154.53
