t_chr,x_opt,y
1000,0.028459962665340375,1106690.2961509917
950,0.029468143901217055,1000454.5512497028
900,0.030553514344472246,899519.7497913046
850,0.0317312468059753,803890.677663369
800,0.032786667021635636,713574.3443826427
750,0.03444320716954128,628581.9986005155
700,0.03604479674419088,548902.2210259218
650,0.03772878125759367,474555.7422691617
600,0.03988124014783679,405562.12991617515
550,0.04225148574362008,341903.4014730714
500,0.04495736770935152,283618.5093030249
