Time [s],Channel 2,Channel 3,Channel 15
29.649337600,0,0,1
29.651202080,0,0,0
29.653067840,0,0,1
29.654932160,0,0,0
29.656797920,0,0,1
29.658662560,0,0,0
29.660528480,0,0,1
29.662392960,0,0,0
29.664258720,0,0,1
29.666123200,0,0,0
29.667987680,0,0,1
29.669852160,0,0,0
29.671716640,0,0,1
29.673582560,0,0,0
29.675447040,0,0,1
29.677312960,0,0,0
29.679177440,0,0,1
29.681043360,0,0,0
29.682907840,0,0,1
29.684772480,0,0,0
29.686636960,0,0,1
29.688502880,0,0,0
29.690367200,0,0,1
29.692232960,0,0,0
29.694097600,0,0,1
29.695962080,0,0,0
29.697828000,0,0,1
29.699692480,0,0,0
29.701558240,0,0,1
29.703422720,0,0,0
29.705287200,0,0,1
29.707151680,0,0,0
29.709016000,0,0,1
29.710880640,0,0,0
29.712744960,0,0,1
29.714609600,0,0,0
29.716474080,0,0,1
29.718340160,0,0,0
29.720204640,0,0,1
29.722070400,0,0,0
29.723934880,0,0,1
29.725800480,0,0,0
29.727664800,0,0,1
29.729529280,0,0,0
29.731393760,0,0,1
29.733258240,0,0,0
29.735122720,0,0,1
29.736987200,0,0,0
29.738853120,0,0,1
29.740717600,0,0,0
29.742583360,0,0,1
29.744447840,0,0,0
29.746312320,0,0,1
29.748176800,0,0,0
29.750042720,0,0,1
29.751907360,0,0,0
42.707151520,0,1,0
42.709024160,0,0,0
42.710896480,0,1,0
42.712768960,0,0,0
42.714641600,0,1,0
42.716514240,0,0,0
42.718386560,0,1,0
42.720260480,0,0,0
42.722132960,0,1,0
42.724007040,0,0,0
42.725879520,0,1,0
42.727753760,0,0,0
42.729626080,0,1,0
42.731500000,0,0,0
42.733372480,0,1,0
42.735244960,0,0,0
42.737117440,0,1,0
42.738989920,0,0,0
42.740863520,0,1,0
42.742736160,0,0,0
42.744609920,0,1,0
42.746482400,0,0,0
42.748354880,0,1,0
42.750227360,0,0,0
42.752099840,0,1,0
42.753972160,0,0,0
42.755845920,0,1,0
42.757718560,0,0,0
42.759591040,0,1,0
42.761465280,0,0,0
42.763337440,0,1,0
42.765211520,0,0,0
42.767083680,0,1,0
42.768957600,0,0,0
42.770830080,0,1,0
42.772702720,0,0,0
42.774575040,0,1,0
42.776447680,0,0,0
42.778320000,0,1,0
42.780192480,0,0,0
42.782065120,0,1,0
42.783937600,0,0,0
42.785811680,0,1,0
42.787684480,0,0,0
42.789557920,0,1,0
42.791430240,0,0,0
42.793304000,0,1,0
42.795176480,0,0,0
42.797048960,0,1,0
42.798921440,0,0,0
42.800793920,0,1,0
42.802666560,0,0,0
42.804539040,0,1,0
42.806412640,0,0,0
42.808285120,0,1,0
42.810159040,0,0,0
42.812031360,0,1,0
42.813904160,0,0,0
42.815776320,0,1,0
42.817650240,0,0,0
42.819522720,0,1,0
42.821396480,0,0,0
42.823268960,0,1,0
42.825141600,0,0,0
42.827015520,0,1,0
42.828888000,0,0,0
42.830761920,0,1,0
42.832634400,0,0,0
42.834507040,0,1,0
42.836379520,0,0,0
42.838252160,0,1,0
42.840124800,0,0,0
42.841997120,0,1,0
42.843869600,0,0,0
42.845742080,0,1,0
42.847616000,0,0,0
42.849488320,0,1,0
42.851362400,0,0,0
42.853234880,0,1,0
42.855108800,0,0,0
42.856981120,0,1,0
42.858853760,0,0,0
42.860726080,0,1,0
42.862598560,0,0,0
42.864471200,0,1,0
42.866343840,0,0,0
42.868216320,0,1,0
42.870088960,0,0,0
42.871962560,0,1,0
42.873835360,0,0,0
42.875708800,0,1,0
42.877581280,0,0,0
42.879455040,0,1,0
42.881327680,0,0,0
42.883201120,0,1,0
42.885073760,0,0,0
42.886946240,0,1,0
42.888818560,0,0,0
42.890691200,0,1,0
42.892565120,0,0,0
42.892565280,0,1,0
42.892565440,0,0,0
42.894437600,0,1,0
42.896311520,0,0,0
42.898184000,0,1,0
42.900056640,0,0,0
42.901929120,0,1,0
42.903801760,0,0,0
42.905674400,0,1,0
42.907548160,0,0,0
42.909420640,0,1,0
42.911293280,0,0,0
42.913167040,0,1,0
42.915039680,0,0,0
42.916913280,0,1,0
42.918785920,0,0,0
42.920658400,0,1,0
42.922531040,0,0,0
42.924403520,0,1,0
42.926276000,0,0,0
42.928148480,0,1,0
42.930021120,0,0,0
42.931893440,0,1,0
42.933767360,0,0,0
42.935640000,0,1,0
42.937514080,0,0,0
42.939386400,0,1,0
42.941260320,0,0,0
42.941260480,0,1,0
42.941260640,0,0,0
42.943132960,0,1,0
42.945006720,0,0,0
42.946879200,0,1,0
42.948751680,0,0,0
42.950624320,0,1,0
42.952496800,0,0,0
42.954369440,0,1,0
42.956241920,0,0,0
42.958115840,0,1,0
42.959988320,0,0,0
42.961862080,0,1,0
42.963734560,0,0,0
42.965607040,0,1,0
42.967479840,0,0,0
42.969353600,0,1,0
42.971226240,0,0,0
42.973099840,0,1,0
42.974972480,0,0,0
42.976844960,0,1,0
42.978718880,0,0,0
42.980591360,0,1,0
42.982465600,0,0,0
42.984338080,0,1,0
42.986210560,0,0,0
42.988083200,0,1,0
42.989956000,0,0,0
42.991828160,0,1,0
42.993700800,0,0,0
42.993700960,0,1,0
42.993701120,0,0,0
42.995573280,0,1,0
42.997445760,0,0,0
42.999319680,0,1,0
43.001192480,0,0,0
43.003066240,0,1,0
43.004938720,0,0,0
43.006812640,0,1,0
43.008685280,0,0,0
43.010557600,0,1,0
43.012430080,0,0,0
43.014302720,0,1,0
43.016175360,0,0,0
43.018048000,0,1,0
43.019921920,0,0,0
43.021794400,0,1,0
43.023668320,0,0,0
43.025540960,0,1,0
43.027414880,0,0,0
43.029287200,0,1,0
43.031161120,0,0,0
43.033033600,0,1,0
43.034907520,0,0,0
43.036779840,0,1,0
43.038652320,0,0,0
43.038652480,0,1,0
43.038652640,0,0,0
43.040524800,0,1,0
43.042397280,0,0,0
43.044270880,0,1,0
43.046143200,0,0,0
43.048017120,0,1,0
43.049889920,0,0,0
43.051762400,0,1,0
43.053635040,0,0,0
94.401281920,0,1,0
94.403150400,0,0,0
94.405020160,0,1,0
94.406888800,0,0,0
94.408758400,0,1,0
94.410627040,0,0,0
94.412495520,0,1,0
94.414365280,0,0,0
94.416233920,0,1,0
94.418104000,0,0,0
94.419972480,0,1,0
94.421841120,0,0,0
94.421841280,0,1,0
94.421841440,0,0,0
94.423709760,0,1,0
94.425578400,0,0,0
94.427446880,0,1,0
94.429315520,0,0,0
94.431184160,0,1,0
94.433052960,0,0,0
94.434922560,0,1,0
94.436791200,0,0,0
94.438661120,0,1,0
94.440529600,0,0,0
94.442399520,0,1,0
94.444268480,0,0,0
94.446138080,0,1,0
94.448006560,0,0,0
94.449876480,0,1,0
94.451745120,0,0,0
94.451745280,0,1,0
94.451745440,0,0,0
94.453613760,0,1,0
94.455483840,0,0,0
94.457352160,0,1,0
94.459222080,0,0,0
94.461090560,0,1,0
94.462959200,0,0,0
94.464827680,0,1,0
94.466696320,0,0,0
94.468564960,0,1,0
94.470433920,0,0,0
94.472302560,0,1,0
94.474171360,0,0,0
94.476041440,0,1,0
94.477910240,0,0,0
94.479780000,0,1,0
94.481648640,0,0,0
94.483517280,0,1,0
94.485386080,0,0,0
94.487254720,0,1,0
94.489123520,0,0,0
94.490992000,0,1,0
94.492860960,0,0,0
94.494729440,0,1,0
94.496599360,0,0,0
94.498468000,0,1,0
94.500338240,0,0,0
94.502206720,0,1,0
94.504076640,0,0,0
94.505945280,0,1,0
94.507815200,0,0,0
94.509683680,0,1,0
94.511553600,0,0,0
94.513422240,0,1,0
94.515290720,0,0,0
94.517160640,0,1,0
94.519029280,0,0,0
94.519029440,0,1,0
94.519029600,0,0,0
94.520899200,0,1,0
94.522768160,0,0,0
94.524637760,0,1,0
94.526506560,0,0,0
94.528375040,0,1,0
94.530243680,0,0,0
94.532112160,0,1,0
94.533980800,0,0,0
94.535849120,0,1,0
94.537717760,0,0,0
94.539586080,0,1,0
94.541456160,0,0,0
94.543324640,0,1,0
94.545194720,0,0,0
94.547063360,0,1,0
94.548931840,0,0,0
94.548932000,0,1,0
94.548932160,0,0,0
94.550800480,0,1,0
94.552669120,0,0,0
94.554537600,0,1,0
94.556406240,0,0,0
94.558274720,0,1,0
94.560143200,0,0,0
94.562013280,0,1,0
94.563881920,0,0,0
94.565751520,0,1,0
94.567620320,0,0,0
94.569490080,0,1,0
94.571358720,0,0,0
94.573228640,0,1,0
94.575097280,0,0,0
94.576967360,0,1,0
94.578836000,0,0,0
94.580704640,0,1,0
94.582574560,0,0,0
94.584443040,0,1,0
94.586312960,0,0,0
94.588181600,0,1,0
94.590050080,0,0,0
94.591918880,0,1,0
94.593787520,0,0,0
94.595656000,0,1,0
94.597524800,0,0,0
94.599393120,0,1,0
94.601261760,0,0,0
94.603131520,0,1,0
94.605000160,0,0,0
94.606870240,0,1,0
94.608738720,0,0,0
94.608738880,0,1,0
94.608739040,0,0,0
94.610607360,0,1,0
94.612475840,0,0,0
94.614344320,0,1,0
94.616212960,0,0,0
94.618081440,0,1,0
94.619950080,0,0,0
94.621818560,0,1,0
94.623688480,0,0,0
94.625556960,0,1,0
94.627426720,0,0,0
94.629295200,0,1,0
94.631164960,0,0,0
94.633033440,0,1,0
94.634903360,0,0,0
94.636771840,0,1,0
94.638641760,0,0,0
94.640510240,0,1,0
94.642379040,0,0,0
94.644248640,0,1,0
94.646117440,0,0,0
94.647987040,0,1,0
94.649855680,0,0,0
94.651724160,0,1,0
94.653592800,0,0,0
94.655461280,0,1,0
94.657329920,0,0,0
94.659198400,0,1,0
94.661067040,0,0,0
94.662935680,0,1,0
94.664805440,0,0,0
94.666673920,0,1,0
94.668544000,0,0,0
94.670412480,0,1,0
94.672282240,0,0,0
94.674150880,0,1,0
94.676019520,0,0,0
94.677888320,0,1,0
94.679756960,0,0,0
94.679757120,0,1,0
94.679757280,0,0,0
94.681625600,0,1,0
94.683494560,0,0,0
94.685364160,0,1,0
94.687232800,0,0,0
94.687232960,0,1,0
94.687233120,0,0,0
94.689102880,0,1,0
94.690971520,0,0,0
94.692841440,0,1,0
94.694710240,0,0,0
94.696579840,0,1,0
94.698448480,0,0,0
94.700318240,0,1,0
94.702186880,0,0,0
94.704056800,0,1,0
94.705925440,0,0,0
94.707794080,0,1,0
94.709664160,0,0,0
94.711532640,0,1,0
94.713402720,0,0,0
94.715271360,0,1,0
94.717140000,0,0,0
94.719008480,0,1,0
94.720876960,0,0,0
94.722745440,0,1,0
94.724614080,0,0,0
94.726482560,0,1,0
94.728351200,0,0,0
94.730220960,0,1,0
94.732089600,0,0,0
94.733959360,0,1,0
94.735828000,0,0,0
94.737697920,0,1,0
94.739566560,0,0,0
94.741435040,0,1,0
94.743303520,0,0,0
94.745172000,0,1,0
94.747040640,0,0,0
94.748909600,0,1,0
94.749357920,0,0,0
94.749358080,0,1,0
94.749358560,0,0,0
146.095223840,0,1,0
146.097090080,0,0,0
146.098957600,0,1,0
146.100823840,0,0,0
146.102690080,0,1,0
146.104556320,0,0,0
146.106422400,0,1,0
146.108289920,0,0,0
146.110156160,0,1,0
146.112023680,0,0,0
146.113889920,0,1,0
146.115756160,0,0,0
146.117622400,0,1,0
146.119488480,0,0,0
146.121354720,0,1,0
146.123220800,0,0,0
146.125087040,0,1,0
146.126953120,0,0,0
146.128820640,0,1,0
146.130686880,0,0,0
146.132554240,0,1,0
146.134420480,0,0,0
146.136287840,0,1,0
146.138154400,0,0,0
146.140021600,0,1,0
146.141888160,0,0,0
146.143754240,0,1,0
146.145620480,0,0,0
146.147486560,0,1,0
146.149354240,0,0,0
146.149354400,0,1,0
146.149354560,0,0,0
146.151220480,0,1,0
146.153088160,0,0,0
146.154954240,0,1,0
146.156820480,0,0,0
146.158686400,0,1,0
146.160552640,0,0,0
146.162418880,0,1,0
146.164284800,0,0,0
146.166151040,0,1,0
146.168017440,0,0,0
146.169884480,0,1,0
146.171750720,0,0,0
146.173618240,0,1,0
146.175484640,0,0,0
146.177351840,0,1,0
146.179217920,0,0,0
146.179218080,0,1,0
146.179218240,0,0,0
146.181085280,0,1,0
146.182951520,0,0,0
146.184817600,0,1,0
146.186683840,0,0,0
146.188549920,0,1,0
146.190417440,0,0,0
146.192283520,0,1,0
146.194151040,0,0,0
146.196017120,0,1,0
146.197883200,0,0,0
146.199749440,0,1,0
146.201615680,0,0,0
146.203481760,0,1,0
146.205348640,0,0,0
146.207214720,0,1,0
146.209080960,0,0,0
146.210948480,0,1,0
146.212814720,0,0,0
146.214682080,0,1,0
146.216548160,0,0,0
146.218415520,0,1,0
146.220281760,0,0,0
146.222149280,0,1,0
146.224015520,0,0,0
146.225881600,0,1,0
146.227747840,0,0,0
146.229614080,0,1,0
146.231481600,0,0,0
146.233347520,0,1,0
146.235215040,0,0,0
146.237081120,0,1,0
146.238947360,0,0,0
146.240813440,0,1,0
146.242679680,0,0,0
146.244545760,0,1,0
146.246412800,0,0,0
146.248278720,0,1,0
146.250144960,0,0,0
146.252012320,0,1,0
146.253878560,0,0,0
146.255746080,0,1,0
146.257612160,0,0,0
146.259479680,0,1,0
146.261346240,0,0,0
146.263213440,0,1,0
146.265079840,0,0,0
146.266945920,0,1,0
146.268812320,0,0,0
146.270678240,0,1,0
146.272545600,0,0,0
146.274411840,0,1,0
146.276279200,0,0,0
146.278145280,0,1,0
146.280011680,0,0,0
146.281877760,0,1,0
146.283744160,0,0,0
146.285610080,0,1,0
146.287476960,0,0,0
146.289342880,0,1,0
146.291209120,0,0,0
146.293076320,0,1,0
146.294942400,0,0,0
146.296809760,0,1,0
146.298675840,0,0,0
146.300543200,0,1,0
146.302409280,0,0,0
146.304276480,0,1,0
146.306142560,0,0,0
146.308008640,0,1,0
146.309874880,0,0,0
146.311740800,0,1,0
146.313608320,0,0,0
146.315474400,0,1,0
146.317341920,0,0,0
146.319207840,0,1,0
146.321074080,0,0,0
146.322940000,0,1,0
146.324806080,0,0,0
146.326672320,0,1,0
146.328539040,0,0,0
146.330405120,0,1,0
146.332271200,0,0,0
146.334138720,0,1,0
146.336004800,0,0,0
146.337872160,0,1,0
146.339738400,0,0,0
146.341605760,0,1,0
146.343472000,0,0,0
146.345339520,0,1,0
146.347205600,0,0,0
146.349071840,0,1,0
146.350937920,0,0,0
146.352804160,0,1,0
146.354671360,0,0,0
146.356537440,0,1,0
146.358404800,0,0,0
146.360270880,0,1,0
146.362138240,0,0,0
146.364004320,0,1,0
146.365870560,0,0,0
146.367736480,0,1,0
146.369602880,0,0,0
146.371468640,0,1,0
146.373334880,0,0,0
146.375202400,0,1,0
146.377068640,0,0,0
146.378936000,0,1,0
146.380802080,0,0,0
146.382669600,0,1,0
146.384535840,0,0,0
146.386403200,0,1,0
146.388269440,0,0,0
146.390135520,0,1,0
146.392001600,0,0,0
146.393867680,0,1,0
146.395735200,0,0,0
146.397601280,0,1,0
146.399468640,0,0,0
146.401334720,0,1,0
146.403202080,0,0,0
146.405068160,0,1,0
146.406934240,0,0,0
146.408800320,0,1,0
146.410666400,0,0,0
146.412532320,0,1,0
146.414398400,0,0,0
146.416265760,0,1,0
146.418132000,0,0,0
146.419999360,0,1,0
146.421865440,0,0,0
146.423732800,0,1,0
146.425598880,0,0,0
146.427466400,0,1,0
146.429332640,0,0,0
146.431199680,0,1,0
146.433065920,0,0,0
146.433066080,0,1,0
146.433066240,0,0,0
146.434932000,0,1,0
146.436799520,0,0,0
146.438665440,0,1,0
146.440532960,0,0,0
146.442399040,0,1,0
146.443759680,0,0,0
159.859688960,0,0,1
159.861549600,0,0,0
159.863411360,0,0,1
159.865272160,0,0,0
159.867132800,0,0,1
159.868994880,0,0,0
159.870855520,0,0,1
159.872717600,0,0,0
159.874578080,0,0,1
159.876439840,0,0,0
159.878300480,0,0,1
159.880161120,0,0,0
159.882021600,0,0,1
159.883882400,0,0,0
159.885743040,0,0,1
159.887603840,0,0,0
159.889466080,0,0,1
159.891326720,0,0,0
159.893188800,0,0,1
159.895049600,0,0,0
159.896911680,0,0,1
159.898772320,0,0,0
159.900634400,0,0,1
159.902495040,0,0,0
159.904356960,0,0,1
159.906217600,0,0,0
159.908078240,0,0,1
159.909940160,0,0,0
159.911800960,0,0,1
159.913662880,0,0,0
159.915523680,0,0,1
159.917385600,0,0,0
159.919246240,0,0,1
159.921106880,0,0,0
159.922967520,0,0,1
159.924828480,0,0,0
159.926689120,0,0,1
159.928551040,0,0,0
159.930411520,0,0,1
159.932272320,0,0,0
159.934134240,0,0,1
159.935994880,0,0,0
159.937856800,0,0,1
159.939717600,0,0,0
159.941578080,0,0,1
159.943438880,0,0,0
159.945299520,0,0,1
159.947160160,0,0,0
159.949020800,0,0,1
159.950881440,0,0,0
159.952742080,0,0,1
159.954604160,0,0,0
159.956464960,0,0,1
159.958326880,0,0,0
159.960187520,0,0,1
159.962049600,0,0,0
159.963910400,0,0,1
159.965772320,0,0,0
159.967632960,0,0,1
159.969495040,0,0,0
159.971355520,0,0,1
159.973216320,0,0,0
159.975078240,0,0,1
159.976938880,0,0,0
159.978800960,0,0,1
159.980661600,0,0,0
159.982522400,0,0,1
159.984383200,0,0,0
159.986243840,0,0,1
159.988104640,0,0,0
159.989965120,0,0,1
159.991825760,0,0,0
159.993686560,0,0,1
159.995548640,0,0,0
159.997409280,0,0,1
159.999271200,0,0,0
160.001131840,0,0,1
160.002992640,0,0,0
160.004853280,0,0,1
160.006713920,0,0,0
160.008574560,0,0,1
160.010435200,0,0,0
160.012295840,0,0,1
160.014156480,0,0,0
160.016018400,0,0,1
160.017879040,0,0,0
160.019740960,0,0,1
160.021601440,0,0,0
160.023463520,0,0,1
160.025324160,0,0,0
160.027186080,0,0,1
160.029046880,0,0,0
160.030908960,0,0,1
160.032769760,0,0,0
160.034630240,0,0,1
160.036492320,0,0,0
160.038352960,0,0,1
160.040215040,0,0,0
160.042075680,0,0,1
160.043937760,0,0,0
160.045798560,0,0,1
160.047659200,0,0,0
160.049519840,0,0,1
160.051380320,0,0,0
160.053240960,0,0,1
160.055101760,0,0,0
160.056963840,0,0,1
160.058824640,0,0,0
160.060686560,0,0,1
160.062547040,0,0,0
160.064408960,0,0,1
160.066269600,0,0,0
160.068130240,0,0,1
160.069990880,0,0,0
160.071851520,0,0,1
160.073712160,0,0,0
160.075572640,0,0,1
160.077434720,0,0,0
160.079295360,0,0,1
160.081157440,0,0,0
160.083017920,0,0,1
160.084879840,0,0,0
160.086740480,0,0,1
160.088602560,0,0,0
160.090463200,0,0,1
160.092324960,0,0,0
160.094185600,0,0,1
160.096047520,0,0,0
160.097908160,0,0,1
160.099768800,0,0,0
160.101630720,0,0,1
160.103491360,0,0,0
160.105353280,0,0,1
160.107213920,0,0,0
160.109074720,0,0,1
160.110935360,0,0,0
160.112795840,0,0,1
160.114656640,0,0,0
160.116517120,0,0,1
160.118377760,0,0,0
160.120238400,0,0,1
160.122100480,0,0,0
160.123961120,0,0,1
160.125823200,0,0,0
160.127683840,0,0,1
160.129545920,0,0,0
160.131406400,0,0,1
160.133267040,0,0,0
160.135127680,0,0,1
160.136988320,0,0,0
160.138848960,0,0,1
160.140709600,0,0,0
160.142571680,0,0,1
160.144432480,0,0,0
160.146294560,0,0,1
160.148155200,0,0,0
160.150017120,0,0,1
160.151877760,0,0,0
160.153739680,0,0,1
160.155600480,0,0,0
160.157462240,0,0,1
160.159323040,0,0,0
160.161183680,0,0,1
160.163045760,0,0,0
160.164906560,0,0,1
160.166768480,0,0,0
160.168629120,0,0,1
160.170489760,0,0,0
160.172350240,0,0,1
160.174211040,0,0,0
160.176071520,0,0,1
160.177932160,0,0,0
160.179792960,0,0,1
160.181653440,0,0,0
160.183515360,0,0,1
160.185376160,0,0,0
160.187237920,0,0,1
160.189098560,0,0,0
160.190960480,0,0,1
160.192821280,0,0,0
160.194683200,0,0,1
160.196544000,0,0,0
160.198405760,0,0,1
160.200266400,0,0,0
160.202127040,0,0,1
160.203988960,0,0,0
160.205849760,0,0,1
160.207712160,0,0,0
195.733843040,0,0,1
195.735701280,0,0,0
195.737559520,0,0,1
195.739417600,0,0,0
195.741275840,0,0,1
195.743135360,0,0,0
195.744993600,0,0,1
195.746853280,0,0,0
195.748711520,0,0,1
195.750571200,0,0,0
195.752429440,0,0,1
195.754288000,0,0,0
195.756146240,0,0,1
195.758005760,0,0,0
195.759864000,0,0,1
195.761722240,0,0,0
195.763581920,0,0,1
195.765440320,0,0,0
195.767299680,0,0,1
195.769157920,0,0,0
195.771017280,0,0,1
195.772875520,0,0,0
195.774733600,0,0,1
195.776591680,0,0,0
195.778449760,0,0,1
195.780308000,0,0,0
195.782165920,0,0,1
195.784025600,0,0,0
195.785883680,0,0,1
195.787743200,0,0,0
195.789601280,0,0,1
195.791460800,0,0,0
195.793318880,0,0,1
195.795177120,0,0,0
195.797035040,0,0,1
195.798894560,0,0,0
195.800752640,0,0,1
195.802610720,0,0,0
195.804470240,0,0,1
195.806328480,0,0,0
195.808187840,0,0,1
195.810045920,0,0,0
195.811905280,0,0,1
195.813763520,0,0,0
195.815621600,0,0,1
195.817479840,0,0,0
195.819337920,0,0,1
195.821196000,0,0,0
195.823054080,0,0,1
195.824913600,0,0,0
195.826771680,0,0,1
195.828631200,0,0,0
195.830489280,0,0,1
195.832348800,0,0,0
195.834206880,0,0,1
195.836065120,0,0,0
195.837923200,0,0,1
195.839782560,0,0,0
195.841640640,0,0,1
195.843500320,0,0,0
195.845358240,0,0,1
195.847216480,0,0,0
195.849076000,0,0,1
195.850934080,0,0,0
195.852793600,0,0,1
195.854651840,0,0,0
195.856511040,0,0,1
195.858369120,0,0,0
195.860227200,0,0,1
195.862085280,0,0,0
195.863943360,0,0,1
195.865801440,0,0,0
195.867659680,0,0,1
195.869519040,0,0,0
195.871377120,0,0,1
195.873236640,0,0,0
195.875094560,0,0,1
195.876952640,0,0,0
195.878810720,0,0,1
195.880670080,0,0,0
195.882528320,0,0,1
195.884387840,0,0,0
195.886245920,0,0,1
195.888104160,0,0,0
195.889963520,0,0,1
195.891821600,0,0,0
195.893680960,0,0,1
195.895539200,0,0,0
195.897398720,0,0,1
195.899256960,0,0,0
195.901115040,0,0,1
195.902973120,0,0,0
195.904831200,0,0,1
195.906689440,0,0,0
195.908547360,0,0,1
195.910406880,0,0,0
195.912264960,0,0,1
195.914124480,0,0,0
195.915982560,0,0,1
195.917840640,0,0,0
195.919698720,0,0,1
195.921558080,0,0,0
195.923416160,0,0,1
195.925275680,0,0,0
195.927133600,0,0,1
195.928991680,0,0,0
195.930851200,0,0,1
195.932709280,0,0,0
195.934568960,0,0,1
195.936427040,0,0,0
195.938286560,0,0,1
195.940144640,0,0,0
195.942002880,0,0,1
195.943860960,0,0,0
195.945719200,0,0,1
195.947577440,0,0,0
195.949435360,0,0,1
195.951294880,0,0,0
195.953152960,0,0,1
195.955012320,0,0,0
195.956870400,0,0,1
195.958728320,0,0,0
195.960586400,0,0,1
195.962445760,0,0,0
195.964303680,0,0,1
195.966163040,0,0,0
195.968021120,0,0,1
195.969879200,0,0,0
195.971738400,0,0,1
195.973596480,0,0,0
195.975455680,0,0,1
195.977313760,0,0,0
195.979173120,0,0,1
195.981031200,0,0,0
195.982889280,0,0,1
195.984747520,0,0,0
195.986605600,0,0,1
195.988463840,0,0,0
195.990321760,0,0,1
195.992181280,0,0,0
195.994039360,0,0,1
195.995898880,0,0,0
195.997756960,0,0,1
195.999615040,0,0,0
196.001473280,0,0,1
196.003332640,0,0,0
196.005190880,0,0,1
196.007050400,0,0,0
196.008908480,0,0,1
196.010766720,0,0,0
196.012626240,0,0,1
196.014484320,0,0,0
196.016343840,0,0,1
196.018202080,0,0,0
196.020061440,0,0,1
196.021919680,0,0,0
196.023777920,0,0,1
196.025636000,0,0,0
196.027494080,0,0,1
196.029352320,0,0,0
196.031210560,0,0,1
196.033070080,0,0,0
196.034928160,0,0,1
196.036787520,0,0,0
196.038645760,0,0,1
196.040503840,0,0,0
196.042361920,0,0,1
196.044221280,0,0,0
196.046079360,0,0,1
196.047938880,0,0,0
196.049796960,0,0,1
196.051655200,0,0,0
196.053514720,0,0,1
196.055372960,0,0,0
196.057232320,0,0,1
196.059090560,0,0,0
196.060950080,0,0,1
196.062808160,0,0,0
196.064666240,0,0,1
196.066524480,0,0,0
196.068382560,0,0,1
196.070240800,0,0,0
196.072098880,0,0,1
196.073958240,0,0,0
196.075816480,0,0,1
196.077675840,0,0,0
196.079534240,0,0,1
196.079900480,0,0,0
198.200326240,0,1,0
198.202193440,0,0,0
198.204062080,0,1,0
198.205929280,0,0,0
198.207796480,0,1,0
198.209663680,0,0,0
198.209663840,0,1,0
