Time [s],Channel 3
738.100022560,1
738.663592160,0
738.664344320,1
739.227913920,0
739.319710400,1
739.883280000,0
739.884032160,1
740.447601760,0
740.539398400,1
741.102968000,0
741.103720000,1
741.667289600,0
741.759086240,1
742.322655840,0
742.323408000,1
742.886977600,0
742.978774080,1
743.542343680,0
743.543095840,1
744.106665440,0
744.198462080,1
744.762031680,0
744.762783680,1
745.326353280,0
745.418149920,1
745.981719520,0
745.982471680,1
746.546041280,0
746.637837760,1
747.201407360,0
747.202159520,1
747.765729120,0
747.857525760,1
748.421095200,0
748.421847360,1
748.985416960,0
749.077213600,1
749.640783200,0
749.641535360,1
750.205104800,0
750.296901440,1
750.860471040,0
750.861223200,1
751.424792800,0
751.516589280,1
752.080158880,0
752.080911040,1
752.644480640,0
752.736277280,1
753.299846880,0
753.300598880,1
753.864168480,0
753.955965120,1
754.519534720,0
754.520286880,1
755.083856480,0
854.071165120,1
854.653222080,0
885.080434720,1
885.662491840,0
885.663079840,1
886.226649440,0
886.352251200,1
886.915820800,0
886.916572960,1
887.480142560,0
887.571939040,1
888.135508640,0
888.136260800,1
888.699830400,0
888.791627040,1
889.355196480,0
889.355948640,1
889.919518240,0
890.011314880,1
890.574884480,0
890.575636480,1
891.139206080,0
891.231002720,1
891.794572320,0
1507.078343520,1
1507.660400480,0
1507.690302240,1
1508.253871840,0
1508.254623840,1
1508.818193440,0
1508.909990080,1
1509.473559520,0
1509.474311680,1
1510.037881120,0
1510.129677760,1
1510.693247200,0
1510.693999360,1
1511.257568960,0
1511.349365440,1
1511.912935040,0
1511.913687200,1
1512.477256640,0
1512.569053280,1
1513.132622720,0
1513.133374880,1
1513.696944480,0
1749.539312960,1
1750.121369920,0
1750.121997440,1
1750.685566880,0
1750.816809280,1
1751.380378720,0
1751.381130880,1
1751.944700480,0
1752.036496960,1
1752.600066560,0
1752.600818720,1
1753.164388160,0
1753.256184800,1
1753.819754240,0
1753.820506720,1
1754.384076160,0
1754.475872800,1
1755.039442240,0
1755.040194400,1
1755.603763840,0
1755.695560480,1
1756.259129920,0
1756.259882080,1
1756.823451520,0
1756.915248160,1
1757.478817600,0
1757.479570080,1
1758.043139520,0
1758.134936160,1
1758.698505600,0
1758.699257760,1
1759.262827360,0
1759.354623840,1
1759.918193280,0
1759.918945440,1
1760.482515040,0
1760.574311520,1
1761.137881120,0
1761.138633120,1
1761.702202720,0
1761.793999200,1
1762.357568800,0
1762.358321280,1
1762.921890720,0
1763.013687200,1
1763.577256800,0
1763.578008960,1
1764.141578400,0
1764.233375040,1
1764.796944480,0
1764.797696640,1
1765.361266080,0
1765.453062720,1
1766.016632160,0
1766.017384320,1
1766.580953760,0
1766.672750400,1
1767.236319840,0
1767.237072320,1
1767.800641760,0
1767.892438400,1
1768.456007840,0
1768.456759680,1
1769.020329120,0
1769.112126080,1
1769.675695520,0
1769.676447680,1
1770.240017120,0
1770.331813760,1
1770.895383200,0
1770.896135680,1
1771.459705120,0
1771.551501760,1
1772.115071200,0
1772.115823040,1
1772.679392480,0
1772.771189440,1
1773.334758880,0
1773.335511040,1
1773.899080480,0
1773.990877120,1
1774.554446560,0
1774.555198720,1
1775.118768160,0
1786.749767040,1
1787.331824000,0
1787.332652640,1
1787.896222240,0
1788.050002080,1
1788.613571520,0
1788.614323680,1
1789.177893120,0
1789.269689760,1
1789.833259200,0
1789.834011360,1
1790.397580800,0
1790.489377440,1
1791.052946880,0
1791.053699040,1
1791.617268480,0
1791.709065120,1
1792.272634560,0
1792.273387040,1
1792.836956480,0
1792.928753120,1
1793.492322560,0
1793.493074720,1
1794.056644160,0
1794.148440800,1
1794.712010240,0
1794.712762400,1
1795.276331840,0
1795.368128480,1
1795.931697920,0
1795.932450400,1
1796.496019840,0
1796.587816480,1
1797.151385920,0
1797.152138080,1
1797.715707520,0
1797.807504160,1
1798.371073600,0
1798.371825760,1
1798.935395200,0
1799.027191680,1
1799.590761280,0
1799.591513760,1
1800.155083200,0
1823.961289120,1
1824.543345920,0
1824.718761600,1
1825.282331040,0
1825.282998560,1
1825.846568000,0
1825.938357760,1
1826.501927200,0
1826.502679360,1
1827.066248800,0
1827.158045440,1
1827.721614880,0
1827.722367040,1
1828.285936480,0
1828.377733120,1
1828.941302560,0
1828.942055040,1
1829.505624480,0
1829.597421120,1
1830.160990560,0
1830.161742720,1
1830.725312160,0
1830.817108800,1
1831.380678240,0
1831.381430400,1
1831.944999840,0
1832.036796320,1
1832.600365920,0
1832.601118400,1
1833.164687840,0
1833.256484320,1
1833.820053920,0
1833.820805920,1
1834.384375520,0
1834.476172000,1
1835.039741600,0
1835.040493600,1
1835.604063200,0
1835.695860000,1
1836.259429440,0
1836.260181280,1
1836.823750720,0
1836.915547680,1
1837.479117120,0
1837.479869280,1
1838.043438720,0
1838.135235360,1
1838.698804800,0
1838.699556960,1
1839.263126400,0
1839.354923360,1
1839.918492800,0
1839.919244640,1
1840.482814080,0
1840.574611040,1
1841.138180480,0
1841.138932640,1
1841.702502080,0
1841.794298720,1
1842.357868160,0
1842.358620320,1
1842.922189760,0
1843.013986560,1
1843.577556160,0
1843.578308320,1
1844.141877760,0
1844.233674240,1
1844.797243840,0
1844.797995840,1
1845.361565440,0
1845.453361920,1
1846.016931360,0
1846.017683520,1
1846.581252960,0
1846.673049600,1
1847.236619040,0
1847.237371520,1
1847.800940960,0
1847.892737600,1
1848.456307040,0
1848.457059200,1
1849.020628640,0
1849.112425280,1
1849.675994720,0
1849.676746880,1
1850.240316320,0
1874.376584000,1
1874.958640800,0
1874.959512640,1
1875.523082240,0
1875.620507520,1
1876.184076960,0
1876.184829440,1
1876.748398880,0
1876.840195520,1
1877.403764960,0
1877.404517120,1
1877.968086560,0
1878.059883200,1
1878.623452640,0
1878.624204800,1
1879.187774240,0
1879.279570720,1
1879.843140320,0
1879.843892320,1
1880.407461920,0
1880.499258400,1
1881.062827840,0
1881.063580320,1
1881.627149760,0
1881.718946400,1
1882.282515840,0
1882.283268000,1
1882.846837440,0
1882.938634080,1
1883.502203520,0
1883.502956000,1
1884.066525440,0
1884.158322080,1
1884.721891520,0
1884.722643680,1
1885.286213120,0
1885.378009760,1
1885.941579200,0
1885.942331360,1
1886.505900800,0
1886.597697280,1
1887.161266880,0
1887.162019200,1
1887.725588800,0
2061.430894560,1
2062.012951520,0
2062.013554240,1
2062.577123840,0
2062.685838080,1
2063.249407520,0
2063.250159680,1
2063.813729120,0
2063.905525760,1
2064.469095200,0
2064.469847360,1
2065.033416800,0
2065.125213440,1
2065.688782880,0
2065.689535360,1
2066.253104800,0
2066.344901440,1
2066.908470880,0
2066.909223040,1
2067.472792480,0
2067.564589120,1
2068.128158560,0
2068.128910720,1
2068.692480160,0
2068.784276800,1
2069.347846240,0
2069.348598400,1
2069.912167840,0
2070.003964480,1
2070.567533920,0
2070.568286400,1
2071.131855840,0
2071.223652320,1
2071.787221920,0
2071.787973920,1
2072.351543520,0
2072.443340000,1
2073.006909440,0
2073.007661600,1
2073.571231040,0
2073.663027680,1
2074.226597120,0
2074.227349600,1
2074.790919040,0
2074.882715680,1
2075.446285120,0
2075.447037280,1
2076.010606720,0
2076.102403360,1
2076.665972800,0
2076.666725120,1
2077.230294720,0
2077.322091200,1
2077.885660640,0
2077.886412800,1
2078.449982240,0
2078.541778880,1
2079.105348320,0
2079.106100480,1
2079.669669920,0
2079.761466560,1
2080.325036000,0
2080.325788480,1
2080.889357920,0
2080.981154560,1
2081.544724000,0
2081.545476160,1
2082.109045600,0
2082.200842080,1
2082.764411520,0
2082.765164000,1
2083.328733440,0
2083.420530080,1
2083.984099520,0
2083.984851360,1
2084.548420800,0
2084.640217760,1
2085.203787200,0
2085.204539360,1
2085.768108800,0
2085.859905280,1
2086.423474880,0
2086.424226880,1
2086.987796480,0
2179.913850560,1
2180.495907520,0
2180.525815200,1
2181.089384640,0
2181.090136800,1
2181.653706240,0
2181.745502880,1
2182.309072320,0
2182.309824480,1
2182.873393920,0
2182.965190880,1
2183.528760320,0
2183.529512480,1
2184.093081920,0
2184.184878560,1
2184.748448000,0
2184.749200160,1
2185.312769600,0
2185.404566080,1
2185.968135520,0
2185.968888000,1
2186.532457440,0
2235.683821120,1
2236.265878080,0
2254.689441440,1
2255.271498400,0
2255.272187360,1
2255.835756800,0
2256.017730400,1
2256.581299840,0
2256.582052000,1
2257.145621440,0
2257.237417920,1
2257.800987360,0
2257.801739840,1
2258.365309280,0
2258.457105920,1
2259.020675360,0
2259.021427520,1
2259.584996960,0
2259.676793600,1
2260.240363040,0
2260.241115200,1
2260.804684640,0
2260.896481280,1
2261.460050720,0
2261.460718080,1
2262.024287520,0
2262.116077600,1
2262.679647040,0
2262.680399200,1
2263.243968640,0
2263.335765280,1
2263.899334720,0
2263.900086880,1
2264.463656320,0
2264.555452800,1
2265.119022400,0
2265.119774720,1
2265.683344160,0
2265.775140800,1
2266.338710240,0
2266.339462400,1
2266.903031840,0
2266.994828480,1
2267.558397920,0
2267.559150400,1
2268.122719840,0
2268.214516320,1
2268.778085920,0
2268.778837920,1
2269.342407520,0
2269.434204000,1
2269.997773440,0
2269.998525600,1
2270.562095040,0
2270.653891680,1
2271.217461120,0
2271.218213600,1
2271.781783040,0
2271.873579520,1
2272.437149120,0
2272.437901120,1
2273.001470720,0
45801.506078720,0
