Time [s],Channel 3
2816.456364,1
2816.462193,0
2816.464512,1
2816.470341,0
2816.47266,1
2816.478489,0
2816.480807,1
2816.486636,0
2816.488956,1
2816.494784,0
2816.497103,1
2816.502932,0
2816.505251,1
2816.51108,0
2816.513399,1
2816.519228,0
2816.521547,1
2816.527376,0
2816.529695,1
2816.535524,0
2816.537842,1
2816.543671,0
2816.54599,1
2816.551819,0
2832.232537,1
2832.238366,0
2832.240685,1
2832.246514,0
2832.248833,1
2832.254662,0
2832.256981,1
2832.26281,0
2832.265129,1
2832.270958,0
2832.273277,1
2832.279106,0
2832.281424,1
2832.287253,0
2832.289573,1
2832.295402,0
2832.29772,1
2832.303549,0
2832.305869,1
2832.311698,0
2832.314016,1
2832.319845,0
2832.322164,1
2832.327993,0
2832.330312,1
2832.336141,0
2832.33846,1
2832.344289,0
2832.346608,1
2832.352437,0
2832.354756,1
2832.360584,0
2832.362904,1
2832.368733,0
2832.371051,1
2832.37688,0
2832.379199,1
2832.385028,0
2832.387347,1
2832.393176,0
2847.94658,1
2847.952409,0
2847.954728,1
2847.960557,0
2847.962875,1
2847.968704,0
2847.971023,1
2847.976852,0
2847.979171,1
2847.985,0
2847.987319,1
2847.993148,0
2847.995467,1
2848.001296,0
2848.003615,1
2848.009444,0
2848.011763,1
2848.017592,0
2848.01991,1
2848.025739,0
2848.028059,1
2848.033888,0
2848.036206,1
2848.042035,0
2848.044355,1
2848.050184,0
2848.052502,1
2848.058331,0
2848.06065,1
2848.066479,0
2848.068798,1
2848.074627,0
2848.076946,1
2848.082775,0
2848.085094,1
2848.090923,0
2848.093241,1
2848.09907,0
2848.101389,1
2848.107218,0
2863.678871,1
2863.6847,0
2863.687019,1
2863.692848,0
2863.695166,1
2863.700995,0
2863.703314,1
2863.709143,0
2863.711462,1
2863.717291,0
2863.71961,1
2863.725439,0
2863.727758,1
2863.733587,0
2863.735905,1
2863.741734,0
2863.744054,1
2863.749883,0
2863.752201,1
2863.75803,0
2863.760349,1
2863.766178,0
2863.768497,1
2863.774326,0
2863.776645,1
2863.782474,0
2863.784793,1
2863.790622,0
2863.792941,1
2863.79877,0
2863.801088,1
2863.806917,0
2863.809237,1
2863.815066,0
2863.817384,1
2863.823213,0
2863.825532,1
2863.831361,0
2863.83368,1
2863.839509,0
2879.43295,1
2879.438779,0
2879.441098,1
2879.446927,0
2879.449246,1
2879.455075,0
2879.457394,1
2879.463223,0
2879.465542,1
2879.471371,0
2879.47369,1
2879.479519,0
2879.481837,1
2879.487666,0
2879.489985,1
2879.495814,0
2879.498133,1
2879.503962,0
2879.506281,1
2879.51211,0
2879.514429,1
2879.520258,0
2879.522577,1
2879.528406,0
2879.530725,1
2879.536554,0
2879.538872,1
2879.544701,0
2879.547021,1
2879.55285,0
2879.555168,1
2879.560997,0
2879.563316,1
2879.569145,0
2879.571464,1
2879.577293,0
2879.579612,1
2879.585441,0
2879.58776,1
2879.593589,0
2895.28041,1
2895.286239,0
2895.288558,1
2895.294387,0
2895.302901,1
2895.30873,0
2895.311048,1
2895.316877,0
2895.325391,1
2895.33122,0
2895.333539,1
2895.339368,0
2895.347882,1
2895.353711,0
2895.35603,1
2895.361859,0
2895.370372,1
2895.376201,0
2895.37852,1
2895.384349,0
2895.392863,1
2895.398692,0
2895.401011,1
2895.40684,0
2895.415353,1
2895.421182,0
2895.423501,1
2895.42933,0
2911.072635,1
2911.078464,0
2911.080783,1
2911.086612,0
2911.088931,1
2911.09476,0
2911.097079,1
2911.102908,0
2911.105226,1
2911.111055,0
2911.113374,1
2911.119203,0
2911.121522,1
2911.127351,0
2911.12967,1
2911.135499,0
2911.137818,1
2911.143647,0
2911.145966,1
2911.151795,0
2911.154114,1
2911.159943,0
2911.162262,1
2911.168091,0
2911.170409,1
2911.176238,0
2911.178558,1
2911.184387,0
2911.186705,1
2911.192534,0
2911.194854,1
2911.200683,0
2911.203001,1
2911.20883,0
2911.211149,1
2911.216978,0
2911.219296,1
2911.225125,0
2911.227444,1
2911.233273,0
2926.788325,1
2926.794154,0
2926.796473,1
2926.802302,0
2926.80462,1
2926.810449,0
2926.812769,1
2926.818598,0
2926.820917,1
2926.826746,0
2926.829064,1
2926.834893,0
2926.837212,1
2926.843041,0
2926.84536,1
2926.851189,0
2926.853508,1
2926.859337,0
2926.861656,1
2926.867485,0
2926.869804,1
2926.875633,0
2926.877952,1
2926.88378,0
2926.8861,1
2926.891928,0
2926.894247,1
2926.900076,0
2926.902395,1
2926.908224,0
2926.910543,1
2926.916372,0
2926.918691,1
2926.92452,0
2926.926838,1
2926.932667,0
2926.934987,1
2926.940816,0
2926.943134,1
2926.948963,0
2942.548081,1
2942.55391,0
2942.556228,1
2942.562057,0
2942.564376,1
2942.570205,0
2942.572524,1
2942.578353,0
2942.580672,1
2942.586501,0
2942.58882,1
2942.594649,0
2942.596968,1
2942.602797,0
2942.605116,1
2942.610945,0
2942.613264,1
2942.619092,0
2942.621412,1
2942.627241,0
2942.629559,1
2942.635388,0
2942.637707,1
2942.643536,0
2942.645855,1
2942.651684,0
2942.654003,1
2942.659832,0
2942.662151,1
2942.66798,0
2942.670298,1
2942.676127,0
2942.678447,1
2942.684276,0
2942.686595,1
2942.692424,0
2942.694742,1
2942.700571,0
2942.70289,1
2942.708719,0
2958.297918,1
2958.303747,0
2958.306067,1
2958.311896,0
2958.314214,1
2958.320043,0
2958.322362,1
2958.328191,0
2958.33051,1
2958.336339,0
2958.338658,1
2958.344487,0
2958.346806,1
2958.352635,0
2958.354953,1
2958.360782,0
2958.363101,1
2958.36893,0
2958.371249,1
2958.377078,0
2958.379397,1
2958.385226,0
2958.387545,1
2958.393374,0
2958.395693,1
2958.401522,0
2958.403841,1
2958.40967,0
2958.411989,1
2958.417818,0
2958.420137,1
2958.425966,0
2958.428285,1
2958.434114,0
2958.436433,1
2958.442262,0
2958.44458,1
2958.450409,0
2958.452728,1
2958.458557,0
2974.09347,1
2974.099299,0
2974.101618,1
2974.107447,0
2974.109765,1
2974.115594,0
2974.117914,1
2974.123743,0
2974.126061,1
2974.13189,0
2974.134209,1
2974.140038,0
2974.142357,1
2974.148186,0
2974.150505,1
2974.156334,0
2974.158653,1
2974.164482,0
2974.1668,1
2974.172629,0
2974.174949,1
2974.180778,0
2974.183097,1
2974.188926,0
2974.191244,1
2974.197073,0
2974.199392,1
2974.205221,0
2974.20754,1
2974.213369,0
2974.215688,1
2974.221517,0
2974.223835,1
2974.229664,0
2974.231984,1
2974.237812,0
2974.240131,1
2974.24596,0
2974.248279,1
2974.254108,0
2989.806718,1
2989.812547,0
2989.814866,1
2989.820695,0
2989.823014,1
2989.828843,0
2989.831162,1
2989.836991,0
2989.839309,1
2989.845138,0
2989.847457,1
2989.853286,0
2989.855605,1
2989.861434,0
2989.863753,1
2989.869582,0
2989.871901,1
2989.87773,0
2989.880049,1
2989.885878,0
2989.888197,1
2989.894026,0
2989.896345,1
2989.902174,0
2989.904492,1
2989.910321,0
2989.91264,1
2989.918469,0
2989.920788,1
2989.926617,0
2989.928937,1
2989.934766,0
2989.937084,1
2989.942913,0
2989.945232,1
2989.951061,0
2989.95338,1
2989.959209,0
2989.961528,1
2989.967357,0
3005.884973,1
3005.890802,0
3005.893121,1
3005.89895,0
3005.901269,1
3005.907098,0
3005.909417,1
3005.915246,0
3005.917564,1
3005.923393,0
3005.925713,1
3005.931542,0
3005.93386,1
3005.939689,0
3005.942008,1
3005.947837,0
3005.950156,1
3005.955985,0
3005.958304,1
3005.964133,0
3005.966452,1
3005.972281,0
3005.9746,1
3005.980429,0
3005.982747,1
3005.988576,0
3005.990896,1
3005.996724,0
3005.999043,1
3006.004872,0
3006.007191,1
3006.01302,0
3006.01534,1
3006.021169,0
3006.023487,1
3006.029316,0
3006.031635,1
3006.037464,0
3006.039783,1
3006.045612,0
3021.613296,1
3021.619125,0
3021.621445,1
3021.627274,0
3021.629592,1
3021.635422,0
3021.637741,1
3021.64357,0
3021.645888,1
3021.651717,0
3021.654036,1
3021.659865,0
3021.662184,1
3021.668013,0
3021.670332,1
3021.676161,0
3021.67848,1
3021.684309,0
3021.686628,1
3021.692457,0
3021.694775,1
3021.700604,0
3021.702924,1
3021.708752,0
3021.711071,1
3021.7169,0
3021.719219,1
3021.725048,0
3021.727367,1
3021.733196,0
3021.735515,1
3021.741344,0
3021.743663,1
3021.749492,0
3021.751811,1
3021.75764,0
3021.759959,1
3021.765788,0
3021.768106,1
3021.773935,0
3037.379827,1
3037.385656,0
3037.387975,1
3037.393804,0
3037.396123,1
3037.401952,0
3037.404271,1
3037.4101,0
3037.412418,1
3037.418247,0
3037.420567,1
3037.426396,0
3037.428714,1
3037.434543,0
3037.436862,1
3037.442691,0
3037.44501,1
3037.450839,0
3037.453158,1
3037.458987,0
3037.461306,1
3037.467135,0
3037.469454,1
3037.475283,0
3037.477602,1
3037.483431,0
3037.485749,1
3037.491578,0
3037.493897,1
3037.499726,0
3037.502045,1
3037.507874,0
3037.510193,1
3037.516022,0
3037.51834,1
3037.52417,0
3037.526488,1
3037.532317,0
3037.534636,1
3037.540465,0
3053.097775,1
3053.103604,0
3053.105924,1
3053.111753,0
3053.114071,1
3053.1199,0
3053.122219,1
3053.128048,0
3053.130367,1
3053.136196,0
3053.138514,1
3053.144343,0
3053.146663,1
3053.152492,0
3053.15481,1
3053.160639,0
3053.162958,1
3053.168787,0
3053.171106,1
3053.176935,0
3053.179254,1
3053.185083,0
3053.187402,1
3053.193231,0
3053.19555,1
3053.201379,0
3053.203697,1
3053.209526,0
3053.211846,1
3053.217675,0
3053.219993,1
3053.225822,0
3053.228141,1
3053.23397,0
3053.236289,1
3053.242118,0
3053.244437,1
3053.250266,0
3053.252585,1
3053.258414,0
3068.948012,1
3068.95384,0
3068.95616,1
3068.961989,0
3068.964308,1
3068.970136,0
3068.972455,1
3068.978284,0
3068.980604,1
3068.986433,0
3068.988751,1
3068.99458,0
3068.996899,1
3069.002728,0
3069.005047,1
3069.010876,0
3069.013195,1
3069.019024,0
3069.021343,1
3069.027172,0
3069.02949,1
3069.035319,0
3069.037638,1
3069.043467,0
3069.045786,1
3069.051615,0
3069.053934,1
3069.059763,0
3069.062082,1
3069.067911,0
3069.07023,1
3069.076059,0
3069.078378,1
3069.084207,0
3069.086526,1
3069.092355,0
3069.094673,1
3069.100502,0
3069.102821,1
3069.10865,0
3084.666448,1
3084.672277,0
3084.674596,1
3084.680425,0
3084.682744,1
3084.688573,0
3084.690892,1
3084.696721,0
3084.69904,1
3084.704869,0
3084.707188,1
3084.713017,0
3084.715335,1
3084.721164,0
3084.723483,1
3084.729312,0
3084.731631,1
3084.73746,0
3084.739779,1
3084.745608,0
3084.747927,1
3084.753756,0
3084.756075,1
3084.761904,0
3084.764223,1
3084.770052,0
3084.77237,1
3084.778199,0
3084.780518,1
3084.786347,0
3084.788666,1
3084.794495,0
3084.796815,1
3084.802644,0
3084.804962,1
3084.810791,0
3084.813109,1
3084.818938,0
3084.821258,1
3084.827087,0
3100.493462,1
3100.499291,0
3100.501609,1
3100.507438,0
3100.509758,1
3100.515587,0
3100.517905,1
3100.523735,0
3100.526053,1
3100.531882,0
3100.534201,1
3100.54003,0
3100.542349,1
3100.548178,0
3100.550497,1
3100.556326,0
3100.558645,1
3100.564474,0
3100.566793,1
3100.572622,0
3100.57494,1
3100.580769,0
3100.583088,1
3100.588917,0
3100.591236,1
3100.597065,0
3100.599384,1
3100.605213,0
3100.607532,1
3100.613361,0
3100.61568,1
3100.621509,0
3100.623828,1
3100.629657,0
3100.631976,1
3100.637805,0
3100.640124,1
3100.645953,0
3100.648272,1
3100.6541,0
3116.281445,1
3116.287274,0
3116.289593,1
3116.295422,0
3116.297741,1
3116.30357,0
3116.305888,1
3116.311717,0
3116.314036,1
3116.319865,0
3116.322184,1
3116.328013,0
3116.330332,1
3116.336161,0
3116.33848,1
3116.344309,0
3116.346628,1
3116.352456,0
3116.354776,1
3116.360605,0
3116.362924,1
3116.368752,0
3116.371072,1
3116.376901,0
3116.379219,1
3116.385048,0
3116.387367,1
3116.393196,0
3116.395515,1
3116.401344,0
3116.403663,1
3116.409492,0
3116.41181,1
3116.417639,0
3116.419959,1
3116.425788,0
3116.428107,1
3116.433936,0
3116.436254,1
3116.442083,0
3131.956426,1
3131.962255,0
3131.964574,1
3131.970403,0
3131.972722,1
3131.978551,0
3131.980869,1
3131.986698,0
3131.989017,1
3131.994846,0
3131.997165,1
3132.002994,0
3132.005313,1
3132.011142,0
3132.013461,1
3132.01929,0
3132.021609,1
3132.027438,0
3132.029757,1
3132.035586,0
3132.037905,1
3132.043734,0
3132.046052,1
3132.051881,0
3132.0542,1
3132.060029,0
3132.062348,1
3132.068177,0
3132.070496,1
3132.076325,0
3132.078644,1
3132.084473,0
3132.086792,1
3132.09262,0
3132.09494,1
3132.100769,0
3132.103088,1
3132.108916,0
3132.111236,1
3132.117065,0
3147.674343,1
3147.680172,0
3147.682491,1
3147.68832,0
3147.690639,1
3147.696468,0
3147.698787,1
3147.704616,0
3147.706935,1
3147.712764,0
3147.715083,1
3147.720912,0
3147.723231,1
3147.72906,0
3147.731378,1
3147.737207,0
3147.739527,1
3147.745356,0
3147.747675,1
3147.753504,0
3147.755822,1
3147.761651,0
3147.76397,1
3147.769799,0
3147.772118,1
3147.777947,0
3147.780266,1
3147.786095,0
3147.788414,1
3147.794243,0
3147.796562,1
3147.802391,0
3147.804709,1
3147.810538,0
3147.812857,1
3147.818686,0
3147.821005,1
3147.826834,0
3147.829153,1
3147.834982,0
3163.712835,1
3163.718664,0
3163.720984,1
3163.726812,0
3163.729131,1
3163.73496,0
3163.737279,1
3163.743108,0
3163.745427,1
3163.751256,0
3163.753575,1
3163.759404,0
3163.761723,1
3163.767552,0
3163.769871,1
3163.7757,0
3163.778018,1
3163.783847,0
3163.786166,1
3163.791995,0
3163.794314,1
3163.800143,0
3163.802462,1
3163.808291,0
3163.81061,1
3163.816439,0
3163.818758,1
3163.824587,0
3163.826906,1
3163.832735,0
3163.835053,1
3163.840883,0
3163.843201,1
3163.84903,0
3163.851349,1
3163.857178,0
3163.859497,1
3163.865326,0
3163.867645,1
3163.873474,0
3179.542107,1
3179.547936,0
3179.550255,1
3179.556084,0
3179.558403,1
3179.564232,0
3179.566551,1
3179.57238,0
3179.574698,1
3179.580527,0
3179.582847,1
3179.588676,0
3179.590994,1
3179.596823,0
3179.599143,1
3179.604972,0
3179.60729,1
3179.613119,0
3179.615438,1
3179.621267,0
3179.623586,1
3179.629415,0
3179.631734,1
3179.637563,0
3179.639882,1
3179.645711,0
3179.648029,1
3179.653858,0
3179.656177,1
3179.662006,0
3179.664325,1
3179.670154,0
3179.672473,1
3179.678302,0
3179.680621,1
3179.68645,0
3179.688769,1
3179.694598,0
3179.696917,1
3179.702746,0
3195.245285,1
3195.251114,0
3195.253433,1
3195.259262,0
3195.261581,1
3195.26741,0
3195.269729,1
3195.275558,0
3195.277876,1
3195.283705,0
3195.286025,1
3195.291854,0
3195.294172,1
3195.300001,0
3195.30232,1
3195.308149,0
3195.310468,1
3195.316297,0
3195.318615,1
3195.324444,0
3195.326764,1
3195.332592,0
3195.334912,1
3195.34074,0
3195.343059,1
3195.348888,0
3195.351208,1
3195.357036,0
3195.359355,1
3195.365184,0
3195.367503,1
3195.373332,0
3195.375651,1
3195.38148,0
3195.383799,1
3195.389628,0
3195.391946,1
3195.397775,0
3195.400094,1
3195.405923,0
3210.963111,1
3210.96894,0
3210.971259,1
3210.977088,0
3210.979407,1
3210.985236,0
3210.987555,1
3210.993384,0
3210.995703,1
3211.001532,0
3211.00385,1
3211.009679,0
3211.011998,1
3211.017827,0
3211.020146,1
3211.025975,0
3211.028294,1
3211.034123,0
3211.036442,1
3211.042271,0
3211.04459,1
3211.050419,0
3211.052738,1
3211.058567,0
3211.060885,1
3211.066714,0
3211.069033,1
3211.074862,0
3211.077181,1
3211.08301,0
3211.085329,1
3211.091158,0
3211.093477,1
3211.099306,0
3211.101625,1
3211.107454,0
3211.109773,1
3211.115602,0
3211.117921,1
3211.12375,0
3226.69296,1
3226.698789,0
3226.701108,1
3226.706937,0
3226.709256,1
3226.715085,0
3226.717403,1
3226.723232,0
3226.725552,1
3226.731381,0
3226.733699,1
3226.739528,0
3226.741847,1
3226.747676,0
3226.749995,1
3226.755824,0
3226.758143,1
3226.763972,0
3226.766291,1
3226.77212,0
3226.774439,1
3226.780268,0
3226.782586,1
3226.788415,0
3226.790734,1
3226.796563,0
3226.798883,1
3226.804712,0
3226.80703,1
3226.812859,0
3226.815178,1
3226.821007,0
3226.823326,1
3226.829155,0
3226.831474,1
3226.837303,0
3226.839621,1
3226.84545,0
3226.847769,1
3226.853598,0
3242.43935,1
3242.445179,0
3242.447497,1
3242.453326,0
3242.455645,1
3242.461474,0
3242.463793,1
3242.469622,0
3242.471941,1
3242.47777,0
3242.480088,1
3242.485917,0
3242.488236,1
3242.494065,0
3242.496384,1
3242.502213,0
3242.504532,1
3242.510361,0
3242.51268,1
3242.518509,0
3242.520828,1
3242.526657,0
3242.528976,1
3242.534805,0
3242.537124,1
3242.542952,0
3242.545271,1
3242.5511,0
3242.55342,1
3242.559249,0
3242.561567,1
3242.567396,0
3242.569715,1
3242.575544,0
3242.577863,1
3242.583692,0
3242.586011,1
3242.59184,0
3242.594159,1
3242.599988,0
3258.140177,1
3258.146006,0
3258.148326,1
3258.154155,0
3258.156473,1
3258.162302,0
3258.164621,1
3258.17045,0
3258.172769,1
3258.178598,0
3258.180917,1
3258.186746,0
3258.189065,1
3258.194894,0
3258.197212,1
3258.203041,0
3258.205361,1
3258.21119,0
3258.213509,1
3258.219338,0
3258.221656,1
3258.227485,0
3258.229804,1
3258.235633,0
3258.237952,1
3258.243781,0
3258.2461,1
3258.251929,0
3258.254248,1
3258.260076,0
3258.262396,1
3258.268225,0
3258.270544,1
3258.276373,0
3258.278691,1
3258.28452,0
3258.286839,1
3258.292668,0
3258.294987,1
3258.300816,0
3273.874269,1
3273.880098,0
3273.882417,1
3273.888246,0
3273.890564,1
3273.896393,0
3273.898712,1
3273.904541,0
3273.90686,1
3273.912689,0
3273.915008,1
3273.920837,0
3273.923156,1
3273.928985,0
3273.931303,1
3273.937132,0
3273.939451,1
3273.94528,0
3273.947599,1
3273.953428,0
3273.955748,1
3273.961577,0
3273.963895,1
3273.969724,0
3273.972044,1
3273.977872,0
3273.980191,1
3273.98602,0
3273.988339,1
3273.994168,0
3273.996486,1
3274.002315,0
3274.004635,1
3274.010464,0
3274.012783,1
3274.018612,0
3274.02093,1
3274.026759,0
3274.029078,1
3274.034907,0
3289.779862,1
3289.785691,0
3289.788009,1
3289.793838,0
3289.796157,1
3289.801986,0
3289.804305,1
3289.810134,0
3289.812453,1
3289.818282,0
3289.820601,1
3289.82643,0
3289.828749,1
3289.834578,0
3289.836897,1
3289.842726,0
3289.845044,1
3289.850873,0
3289.853193,1
3289.859022,0
3289.861341,1
3289.86717,0
3289.869488,1
3289.875317,0
3289.877636,1
3289.883465,0
3289.885784,1
3289.891613,0
3289.893932,1
3289.899761,0
3289.902079,1
3289.907908,0
3289.910228,1
3289.916057,0
3289.918376,1
3289.924205,0
3289.926523,1
3289.932352,0
3289.934671,1
3289.9405,0
3305.508215,1
3305.514044,0
3305.516364,1
3305.522192,0
3305.524511,1
3305.53034,0
3305.532659,1
3305.538488,0
3305.540807,1
3305.546636,0
3305.548955,1
3305.554784,0
3305.557102,1
3305.562931,0
3305.56525,1
3305.571079,0
3305.57175,1
3305.577579,0
3305.579593,1
3305.585422,0
3305.586093,1
3305.591922,0
3305.593936,1
3305.599765,0
3305.600436,1
3305.606265,0
3305.608278,1
3305.614107,0
3305.614779,1
3305.620608,0
3305.622621,1
3305.62845,0
3305.629121,1
3305.63495,0
3305.636964,1
3305.642793,0
3305.643464,1
3305.649293,0
3305.651307,1
3305.657136,0
3321.245693,1
3321.251522,0
3321.253841,1
3321.25967,0
3321.26199,1
3321.267819,0
3321.270137,1
3321.275966,0
3321.278285,1
3321.284114,0
3321.286433,1
3321.292262,0
3321.294581,1
3321.30041,0
3321.302728,1
3321.308557,0
3321.310877,1
3321.316706,0
3321.319024,1
3321.324853,0
3321.327173,1
3321.333002,0
3321.33532,1
3321.341149,0
3321.343469,1
3321.349298,0
3321.351616,1
3321.357445,0
3321.359764,1
3321.365593,0
3321.367912,1
3321.373741,0
3321.376059,1
3321.381888,0
3321.384207,1
3321.390036,0
3321.392355,1
3321.398184,0
3321.400504,1
3321.406332,0
3337.025407,1
3337.031236,0
3337.033555,1
3337.039384,0
3337.041702,1
3337.047531,0
3337.049851,1
3337.05568,0
3337.057998,1
3337.063827,0
3337.066146,1
3337.071975,0
3337.074293,1
3337.080122,0
3337.082442,1
3337.088271,0
3337.09059,1
3337.096419,0
3337.098737,1
3337.104566,0
3337.106885,1
3337.112714,0
3337.115033,1
3337.120862,0
3337.123181,1
3337.12901,0
3337.131329,1
3337.137158,0
3337.139477,1
3337.145306,0
3337.147625,1
3337.153454,0
3337.155773,1
3337.161602,0
3337.16392,1
3337.169749,0
3337.172068,1
3337.177897,0
3337.180216,1
3337.186045,0
3353.119102,1
3353.124931,0
3353.127251,1
3353.13308,0
3353.135398,1
3353.141227,0
3353.143546,1
3353.149375,0
3353.151694,1
3353.157523,0
3353.159842,1
3353.165671,0
3353.16799,1
3353.173819,0
3353.176138,1
3353.181967,0
3353.184286,1
3353.190115,0
3353.192433,1
3353.198262,0
3353.200581,1
3353.20641,0
3353.208729,1
3353.214558,0
3353.216877,1
3353.222706,0
3353.225025,1
3353.230854,0
3353.233172,1
3353.239001,0
3353.241321,1
3353.24715,0
3353.249468,1
3353.255297,0
3353.257617,1
3353.263446,0
3353.265764,1
3353.271593,0
3353.273912,1
3353.279741,0
3368.818893,1
3368.824722,0
3368.827041,1
3368.83287,0
3368.835189,1
3368.841018,0
3368.843337,1
3368.849166,0
3368.851485,1
3368.857314,0
3368.859632,1
3368.865461,0
3368.86778,1
3368.873609,0
3368.875929,1
3368.881758,0
3368.884076,1
3368.889905,0
3368.892224,1
3368.898053,0
3368.900372,1
3368.906201,0
3368.908519,1
3368.914348,0
3368.916668,1
3368.922497,0
3368.924816,1
3368.930644,0
3368.932963,1
3368.938792,0
3368.941111,1
3368.94694,0
3368.949259,1
3368.955088,0
3368.957407,1
3368.963236,0
3368.965555,1
3368.971384,0
3368.973703,1
3368.979532,0
3384.591069,1
3384.596898,0
3384.599216,1
3384.605045,0
3384.607364,1
3384.613193,0
3384.615512,1
3384.621341,0
3384.623659,1
3384.629488,0
3384.631808,1
3384.637636,0
3384.639956,1
3384.645785,0
3384.648104,1
3384.653932,0
3384.656251,1
3384.66208,0
3384.664399,1
3384.670228,0
3384.672547,1
3384.678376,0
3384.680694,1
3384.686523,0
3384.688843,1
3384.694672,0
3384.696991,1
3384.70282,0
3384.705138,1
3384.710967,0
3384.713286,1
3384.719115,0
3384.720611,1
3384.72644,0
3384.728575,1
3384.734404,0
3384.735899,1
3384.741728,0
3384.743864,1
3384.749693,0
3400.264646,1
3400.270475,0
3400.272793,1
3400.278622,0
3400.280941,1
3400.28677,0
3400.289089,1
3400.294918,0
3400.297237,1
3400.303066,0
3400.305385,1
3400.311214,0
3400.313533,1
3400.319362,0
3400.32168,1
3400.327509,0
3400.329829,1
3400.335658,0
3400.337976,1
3400.343805,0
3400.346124,1
3400.351953,0
3400.354272,1
3400.360101,0
3400.36242,1
3400.368249,0
3400.370568,1
3400.376396,0
3400.378716,1
3400.384545,0
3400.386863,1
3400.392692,0
3400.395011,1
3400.40084,0
3400.40316,1
3400.408988,0
3400.411307,1
3400.417136,0
3400.419455,1
3400.425284,0
3415.930594,1
3415.936423,0
3415.938741,1
3415.94457,0
3415.94689,1
3415.952719,0
3415.955037,1
3415.960866,0
3415.963185,1
3415.969014,0
3415.971333,1
3415.977162,0
3415.97948,1
3415.985309,0
3415.987628,1
3415.993457,0
3415.995777,1
3416.001606,0
3416.003925,1
3416.009754,0
3416.012072,1
3416.017901,0
3416.02022,1
3416.026049,0
3416.028368,1
3416.034197,0
3416.036516,1
3416.042345,0
3416.044664,1
3416.050492,0
3416.052812,1
3416.058641,0
3416.06096,1
3416.066789,0
3416.069107,1
3416.074936,0
3416.077255,1
3416.083084,0
3416.085403,1
3416.091232,0
3431.665234,1
3431.671063,0
3431.673382,1
3431.679211,0
3431.681529,1
3431.687358,0
3431.689677,1
3431.695506,0
3431.697825,1
3431.703654,0
3431.705973,1
3431.711802,0
3431.714121,1
3431.71995,0
3431.722269,1
3431.728098,0
3431.730416,1
3431.736245,0
3431.738564,1
3431.744393,0
3431.746712,1
3431.752541,0
3431.75486,1
3431.760689,0
3431.763008,1
3431.768837,0
3431.771156,1
3431.776985,0
3431.779304,1
3431.785133,0
3431.787452,1
3431.793281,0
3431.7956,1
3431.801429,0
3431.803748,1
3431.809576,0
3431.811896,1
3431.817725,0
3431.820044,1
3431.825872,0
